0	105	1
0	107	1
0	75	1
0	13	1
0	120	1
0	110	1
0	19	1
0	3	1
0	73	1
0	17	1
0	6006	1
0	91	1
0	2	1
0	86	1
0	21	1
0	97	1
0	66	1
0	24	1
0	92	1
0	5990	1
0	115	1
0	18	1
0	70	1
0	22	1
0	76	1
0	5983	1
0	25	1
0	63	1
0	99	1
1	37961	1
1	161	1
1	174	1
1	133	1
1	162	1
1	140	1
1	135	1
1	136	1
1	143	1
1	36721	1
1	132	1
2	256	1
2	223	1
2	246	1
2	177	1
2	239	1
2	203	1
2	1636	1
2	254	1
2	187	1
2	235	1
2	233	1
2	213	1
2	222	1
2	237	1
2	181	1
2	247	1
2	215	1
2	193	1
2	160	1
3	272	1
3	260	1
3	269	1
3	275	1
4	6988	1
4	282	1
4	289	1
5	410	1
5	549	1
5	335	1
5	2317	1
5	468	1
5	277	1
5	1428	1
5	9364	1
5	476	1
5	473	1
5	14961	1
5	368	1
5	536	1
5	397	1
5	458	1
5	311	1
5	208	1
5	320	1
5	329	1
5	544	1
5	524	1
5	11149	1
5	508	1
5	766	1
5	314	1
5	1207	1
5	316	1
5	551	1
5	318	1
5	2319	1
5	346	1
5	528	1
5	376	1
5	521	1
5	367	1
5	336	1
5	330	1
5	198	1
5	35448	1
5	343	1
5	296	1
5	416	1
5	317	1
5	355	1
5	351	1
5	405	1
5	401	1
5	197	1
5	326	1
5	428	1
5	533	1
5	406	1
5	1933	1
5	14779	1
5	474	1
5	25844	1
5	129	1
5	130	1
5	484	1
5	331	1
5	353	1
5	31368	1
5	302	1
5	383	1
5	423	1
5	444	1
6	293	1
6	294	1
6	470	1
6	564	1
6	560	1
7	594	1
7	587	1
7	3843	1
7	571	1
7	603	1
7	4082	1
7	591	1
7	612	1
7	596	1
7	588	1
7	583	1
8	885	1
8	14788	1
8	19504	1
8	2278	1
8	866	1
8	813	1
8	758	1
8	565	1
8	713	1
8	822	1
8	808	1
8	675	1
8	3914	1
8	2938	1
8	873	1
8	893	1
8	881	1
8	566	1
8	3293	1
8	854	1
8	807	1
8	838	1
8	374	1
8	208	1
8	744	1
8	678	1
8	406	1
8	733	1
8	369	1
8	3956	1
8	672	1
8	762	1
8	574	1
8	1986	1
8	871	1
8	23286	1
8	22252	1
8	620	1
8	890	1
8	633	1
8	775	1
8	681	1
8	3955	1
8	853	1
8	795	1
8	812	1
8	816	1
8	305	1
8	794	1
8	297	1
8	685	1
8	30347	1
8	670	1
8	766	1
8	629	1
8	3195	1
8	802	1
8	879	1
8	763	1
8	665	1
8	702	1
8	657	1
8	638	1
8	25736	1
8	674	1
8	14696	1
8	735	1
8	694	1
8	2956	1
8	609	1
8	7897	1
8	10040	1
8	770	1
9	661	1
9	1086	1
9	1071	1
9	914	1
9	32296	1
9	15078	1
9	937	1
9	990	1
9	995	1
9	673	1
9	980	1
9	986	1
9	908	1
9	905	1
9	9296	1
9	978	1
9	906	1
9	961	1
9	941	1
9	25873	1
9	37508	1
9	901	1
9	1018	1
9	2525	1
9	1061	1
9	2965	1
9	932	1
9	139	1
9	924	1
9	1005	1
9	1001	1
9	20219	1
9	659	1
9	974	1
9	6751	1
9	2387	1
9	554	1
9	6684	1
9	1081	1
9	931	1
9	1014	1
9	1079	1
9	1070	1
9	1055	1
9	1017	1
9	1058	1
9	1080	1
9	1067	1
9	900	1
9	1020	1
9	959	1
9	3242	1
9	730	1
9	919	1
9	1755	1
9	934	1
9	1051	1
9	3014	1
9	1083	1
10	1297	1
10	1150	1
10	1278	1
10	21430	1
10	1161	1
10	978	1
10	1206	1
10	1121	1
10	1179	1
10	1209	1
10	1634	1
10	1238	1
10	1196	1
10	222	1
10	5693	1
10	1129	1
10	1279	1
10	1151	1
10	1256	1
10	6253	1
10	1222	1
10	1280	1
10	1207	1
10	553	1
10	1274	1
10	1117	1
10	1132	1
10	1246	1
10	1273	1
10	1220	1
10	1331	1
10	1152	1
10	1110	1
10	1113	1
10	1327	1
10	1128	1
10	1286	1
10	1282	1
10	187	1
10	374	1
10	32310	1
10	1139	1
10	1180	1
10	1189	1
10	1154	1
10	1136	1
10	1245	1
10	1255	1
10	1109	1
10	980	1
10	223	1
10	1261	1
10	1181	1
10	1625	1
10	205	1
10	1200	1
10	17111	1
10	545	1
11	1244	1
11	192	1
11	6422	1
11	29119	1
11	5787	1
11	5783	1
11	1422	1
11	1359	1
11	345	1
11	131	1
11	196	1
11	26814	1
11	1454	1
11	384	1
11	298	1
11	447	1
11	529	1
11	1450	1
11	1346	1
11	1436	1
11	129	1
11	176	1
11	1439	1
11	1447	1
11	1445	1
11	12098	1
11	1433	1
11	1385	1
11	1379	1
11	1349	1
11	420	1
11	1356	1
11	1448	1
11	1449	1
11	30372	1
11	1419	1
11	1427	1
11	14838	1
11	389	1
11	1380	1
11	1441	1
12	1456	1
13	1517	1
13	1520	1
13	257	1
13	1573	1
13	1483	1
13	1618	1
13	208	1
13	2903	1
13	1622	1
13	2067	1
13	1556	1
13	1474	1
13	1552	1
13	200	1
13	1462	1
13	1500	1
13	2545	1
13	10800	1
13	256	1
13	1465	1
13	1609	1
13	1585	1
13	1147	1
13	1468	1
13	1565	1
13	1566	1
13	1603	1
13	1548	1
13	559	1
13	1317	1
13	1508	1
13	1499	1
13	1550	1
13	51	1
13	1487	1
13	1485	1
13	1540	1
13	1597	1
13	1526	1
13	3077	1
13	1567	1
13	1477	1
13	1551	1
13	1472	1
13	6936	1
13	1557	1
13	1491	1
13	1464	1
13	296	1
13	1621	1
13	3768	1
14	14156	1
14	2193	1
14	1688	1
14	1643	1
14	1318	1
14	1673	1
14	18264	1
14	1109	1
14	1640	1
14	1645	1
14	1684	1
14	1648	1
14	1636	1
14	1702	1
14	1663	1
14	1639	1
14	12206	1
14	1705	1
14	1199	1
14	1654	1
14	1504	1
14	1651	1
14	1674	1
14	1186	1
14	1649	1
14	1152	1
15	3128	1
15	937	1
15	1714	1
15	1708	1
15	679	1
15	1866	1
15	1872	1
15	371	1
15	1852	1
15	1739	1
15	1797	1
15	1754	1
15	1871	1
15	1833	1
15	1759	1
15	1729	1
15	1730	1
15	677	1
15	1766	1
15	676	1
15	1734	1
15	730	1
15	4018	1
15	12566	1
15	965	1
15	1731	1
15	1710	1
15	1728	1
15	1832	1
15	1790	1
15	1765	1
15	1751	1
15	4708	1
15	1818	1
15	888	1
15	837	1
15	1769	1
15	1727	1
15	1788	1
15	1796	1
15	1744	1
15	1713	1
15	1738	1
15	1437	1
15	699	1
15	29289	1
15	1783	1
15	545	1
15	1768	1
15	1762	1
15	208	1
15	1827	1
15	1722	1
15	6146	1
15	580	1
15	1809	1
15	5015	1
16	38978	1
16	1629	1
16	2007	1
16	822	1
16	2083	1
16	369	1
16	1931	1
16	208	1
16	1932	1
16	1927	1
16	16911	1
16	1957	1
16	1941	1
16	1840	1
16	141	1
16	1936	1
16	2098	1
16	917	1
16	2144	1
16	8185	1
16	2045	1
16	1881	1
16	2139	1
16	2055	1
16	2013	1
16	2155	1
16	38456	1
16	736	1
16	2119	1
16	1902	1
16	2117	1
16	2097	1
16	2095	1
16	2006	1
16	11763	1
16	1978	1
16	2059	1
16	8966	1
16	1910	1
16	2064	1
16	1713	1
16	2149	1
16	1964	1
16	8968	1
16	714	1
16	1970	1
16	1355	1
16	2128	1
16	2043	1
16	1628	1
16	2134	1
16	2120	1
16	1996	1
16	602	1
