10504	2399	1
10504	2492	1
10504	2885	1
10504	1615	1
10504	4720	1
10504	2889	1
10504	2668	1
10504	2400	1
10504	2112	1
10504	2488	1
10504	1605	1
10504	4718	1
10504	1629	1
10504	2118	1
10504	2402	1
10504	2401	1
10504	4694	1
10504	2324	1
10504	3511	1
10504	862	1
10504	2484	1
10504	1628	1
10504	6200	1
10504	3968	1
10504	1632	1
10504	2481	1
10504	2296	1
10504	2318	1
10504	2887	1
10504	1624	1
10504	2295	1
10504	3083	1
17419	11285	1
17419	5846	1
16066	2749	1
16066	2876	1
16066	5104	1
16066	3998	1
16066	2110	1
16066	2877	1
16066	2127	1
16066	5103	1
16066	2400	1
12206	8611	1
12206	9376	1
8285	10121	1
8285	211	1
8285	7503	1
8285	7443	1
8285	8189	1
8285	5067	1
8285	1124	1
8285	1905	1
8285	4342	1
14603	4686	1
14603	5164	1
13369	7195	1
13369	4609	1
13369	11624	1
13369	4159	1
13346	227	1
6173	7456	1
6173	4667	1
6173	3985	1
6173	4091	1
6173	2200	1
6173	996	1
6173	4005	1
6173	3096	1
6173	5029	1
6173	7516	1
6173	8068	1
6173	7278	1
6173	646	1
6173	329	1
6173	3554	1
6173	6318	1
6173	10982	1
6173	1400	1
6173	2587	1
6173	4676	1
6173	427	1
6173	189	1
6173	1375	1
6173	5562	1
6173	6011	1
6173	5705	1
6173	1219	1
6173	891	1
6173	9031	1
6173	7996	1
6173	10533	1
6173	1188	1
6173	3217	1
11179	2205	1
11179	6101	1
11179	2472	1
11179	9561	1
11179	1146	1
11179	2285	1
11179	2485	1
11179	2482	1
11179	2298	1
11179	42	1
11179	1155	1
11179	502	1
11179	2118	1
11179	4252	1
9667	4974	1
9667	749	1
9667	1176	1
4307	1610	1
4307	384	1
4307	6816	1
4307	2188	1
4307	3519	1
4307	219	1
11596	5855	1
11596	5344	1
6164	4861	1
6508	4303	1
6508	5991	1
9531	1044	1
9531	122	1
5005	941	1
5005	4794	1
21598	239	1
21598	2244	1
6680	4803	1
6680	7835	1
6680	10079	1
6680	8491	1
6680	4350	1
6680	8432	1
6680	841	1
6680	467	1
6680	6178	1
6680	4227	1
6680	8487	1
6680	1294	1
10748	9946	1
2524	4189	1
2524	6117	1
2524	1084	1
2524	5021	1
2524	1887	1
2524	35	1
2524	2526	1
2524	3138	1
2524	5423	1
2524	51	1
2524	3670	1
2524	1616	1
2524	2484	1
14246	1352	1
14246	2442	1
14246	7516	1
287	1729	1
287	3051	1
287	3046	1
287	3045	1
287	3049	1
287	3044	1
287	123	1
20398	125	1
20398	10605	1
5438	3341	1
5438	1320	1
5438	141	1
5438	1967	1
12257	2047	1
12257	4143	1
12257	7291	1
12280	370	1
12280	9610	1
804	96	1
804	3821	1
804	555	1
804	1182	1
